City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
257,Plettenberg Bay,-34.0527,23.3716,59.07,77,100,3.44,ZA,overcast clouds,2021-11-07 01:06:45
258,Walvis Bay,-22.9575,14.5053,57.29,88,0,11.48,NA,clear sky,2021-11-07 01:06:45
259,Geraldton,-28.7667,114.6,68.41,45,0,18.41,AU,clear sky,2021-11-07 01:06:39
260,Phalaborwa,-23.943,31.1411,75.06,72,100,8.79,ZA,overcast clouds,2021-11-07 01:06:45
261,Lorengau,-2.0226,147.2712,83.93,77,88,9.62,PG,overcast clouds,2021-11-07 01:06:46
262,Cherskiy,68.75,161.3,18.46,95,100,8.46,RU,light snow,2021-11-07 01:06:46
263,Mufulira,-12.5498,28.2407,65.41,39,6,4.43,ZM,clear sky,2021-11-07 01:06:46
264,Dhangadhi,28.7079,80.5961,63.14,78,20,3.51,NP,few clouds,2021-11-07 01:06:47
265,Surazh,53.0175,32.3918,45.07,78,100,16.22,RU,overcast clouds,2021-11-07 01:06:47
266,Hokitika,-42.7167,170.9667,62.38,70,12,8.81,NZ,few clouds,2021-11-07 01:06:47
267,Besuki,-7.7338,113.6979,84.9,72,89,2.15,ID,overcast clouds,2021-11-07 01:06:48
268,Grand Island,40.925,-98.342,59.2,65,1,12.66,US,clear sky,2021-11-07 01:01:57
269,Neiafu,-18.65,-173.9833,84.88,65,40,12.66,TO,scattered clouds,2021-11-07 01:06:48
270,Sitka,57.0531,-135.33,40.89,81,20,6.91,US,few clouds,2021-11-07 01:06:48
271,Narsaq,60.9167,-46.05,25.02,73,100,8.34,GL,overcast clouds,2021-11-07 01:06:49
272,Bay Saint Louis,30.3088,-89.33,57.02,90,1,0.0,US,clear sky,2021-11-07 01:02:02
273,Deputatskiy,69.3,139.9,-9.56,95,100,6.02,RU,overcast clouds,2021-11-07 01:06:49
274,Mpika,-11.8343,31.4529,66.6,42,100,5.1,ZM,overcast clouds,2021-11-07 01:06:50
275,Nome,64.5011,-165.4064,21.27,68,90,0.0,US,overcast clouds,2021-11-07 01:06:50
276,Alekseyevsk,57.8406,108.3492,23.45,94,100,7.52,RU,light snow,2021-11-07 01:06:50
277,Te Anau,-45.4167,167.7167,68.74,38,95,4.16,NZ,overcast clouds,2021-11-07 01:06:51
278,Herat,34.5,62.0,36.48,41,95,6.91,AF,overcast clouds,2021-11-07 01:06:51
279,Pamanukan,-6.2842,107.8106,83.98,69,100,1.39,ID,overcast clouds,2021-11-07 01:06:51
280,Grand Gaube,-20.0064,57.6608,73.38,80,0,3.0,MU,clear sky,2021-11-07 01:06:52
281,Ciudad Bolivar,8.1222,-63.5497,79.75,72,99,10.76,VE,overcast clouds,2021-11-07 01:06:52
282,Grand-Lahou,5.1367,-5.0242,78.01,87,37,4.5,CI,scattered clouds,2021-11-07 01:06:53
283,Swellendam,-34.0226,20.4417,57.09,74,94,4.23,ZA,overcast clouds,2021-11-07 01:06:53
284,Shenjiamen,29.9576,122.298,69.73,85,4,13.04,CN,clear sky,2021-11-07 01:06:53
285,Cayenne,4.9333,-52.3333,81.09,86,20,1.99,GF,light rain,2021-11-07 01:06:54
286,Omsukchan,62.5333,155.8,18.9,96,100,7.02,RU,overcast clouds,2021-11-07 01:06:54
287,Westerland,54.9079,8.3033,53.62,82,75,21.85,DE,broken clouds,2021-11-07 01:06:54
288,Dzhankoy,45.7167,34.4,50.68,67,100,5.68,UA,overcast clouds,2021-11-07 01:06:55
289,Orange Cove,36.6244,-119.3137,67.66,55,56,4.38,US,broken clouds,2021-11-07 01:06:55
290,Bokoro,12.3807,17.0568,83.26,21,10,10.69,TD,clear sky,2021-11-07 01:06:55
291,Clyde River,70.4692,-68.5914,6.44,89,48,4.74,CA,scattered clouds,2021-11-07 01:06:56
292,Novy Hrozenkov,49.337,18.1979,39.22,91,5,3.36,CZ,clear sky,2021-11-07 01:06:56
293,Pasinler,39.9803,41.6764,29.39,73,8,3.0,TR,clear sky,2021-11-07 01:06:56
294,Karratha,-20.7377,116.8463,82.74,41,5,9.13,AU,clear sky,2021-11-07 01:06:57
295,Gizo,-8.103,156.8419,84.16,71,12,8.01,SB,light rain,2021-11-07 01:06:57
296,Severo-Kurilsk,50.6789,156.125,39.15,68,25,9.82,RU,scattered clouds,2021-11-07 01:06:57
297,Camana,-16.6228,-72.7111,65.55,83,61,8.12,PE,broken clouds,2021-11-07 01:06:58
298,Mitu,1.1983,-70.1733,73.62,95,90,2.26,CO,overcast clouds,2021-11-07 01:06:58
299,Chokurdakh,70.6333,147.9167,-6.7,98,74,6.69,RU,broken clouds,2021-11-07 01:06:58
300,Novopskov,49.5464,39.0899,41.97,84,0,7.29,UA,clear sky,2021-11-07 01:06:59
301,Acapulco,16.8634,-99.8901,79.16,84,10,4.68,MX,clear sky,2021-11-07 01:06:59
302,Isiro,2.7739,27.616,65.44,94,42,1.1,CD,scattered clouds,2021-11-07 01:07:00
303,Sampit,-2.5333,112.95,83.25,78,19,1.07,ID,heavy intensity rain,2021-11-07 01:07:00
304,Olafsvik,64.8945,-23.7142,35.08,70,85,8.72,IS,light snow,2021-11-07 01:07:00
305,Norman Wells,65.282,-126.8329,23.34,98,100,0.58,CA,overcast clouds,2021-11-07 01:07:01
306,Cockburn Town,21.4612,-71.1419,83.14,77,85,14.79,TC,overcast clouds,2021-11-07 01:07:02
307,Lagoa,39.05,-27.9833,68.38,85,47,28.97,PT,scattered clouds,2021-11-07 01:07:02
308,Isangel,-19.55,169.2667,78.91,78,75,11.5,VU,broken clouds,2021-11-07 01:07:03
309,The Valley,18.217,-63.0578,81.1,68,43,15.19,AI,scattered clouds,2021-11-07 01:06:13
310,Antigonish,45.6169,-61.9986,45.93,75,0,5.01,CA,clear sky,2021-11-07 01:07:03
311,Oranjemund,-28.55,16.4333,58.21,83,62,13.87,NA,broken clouds,2021-11-07 01:07:04
312,Goderich,43.7501,-81.7165,45.91,66,6,20.36,CA,clear sky,2021-11-07 01:07:04
313,El Alto,-4.2714,-81.2147,62.26,86,20,20.98,PE,few clouds,2021-11-07 01:07:04
314,Tautira,-17.7333,-149.15,82.42,78,61,6.91,PF,moderate rain,2021-11-07 01:07:05
315,Santiago De Cao,-7.9589,-79.2392,62.73,88,40,6.91,PE,mist,2021-11-07 01:07:05
316,Tuktoyaktuk,69.4541,-133.0374,9.03,91,12,8.7,CA,few clouds,2021-11-07 01:07:06
317,Rio Cuarto,-33.1307,-64.3499,51.67,65,0,7.16,AR,clear sky,2021-11-07 01:05:07
318,Meulaboh,4.1363,96.1285,77.68,89,100,10.33,ID,overcast clouds,2021-11-07 01:07:06
319,Phonhong,18.5007,102.4166,75.02,81,14,1.9,LA,few clouds,2021-11-07 01:07:06
320,Tuatapere,-46.1333,167.6833,65.82,52,100,6.24,NZ,overcast clouds,2021-11-07 01:07:07
321,Ucluelet,48.9329,-125.5528,41.31,92,100,4.09,CA,overcast clouds,2021-11-07 01:03:19
322,Pyaozerskiy,65.8333,31.1667,31.05,98,100,5.97,RU,light snow,2021-11-07 01:07:07
323,Necochea,-38.5473,-58.7368,49.03,67,100,9.28,AR,overcast clouds,2021-11-07 01:07:07
324,Aldan,58.6031,125.3894,13.75,90,100,9.31,RU,light snow,2021-11-07 01:07:08
325,Hervey Bay,-25.2986,152.8535,83.03,67,20,11.59,AU,few clouds,2021-11-07 01:07:08
326,Hambantota,6.1241,81.1185,75.54,100,20,2.3,LK,heavy intensity rain,2021-11-07 01:07:08
327,Korla,41.7597,86.1469,22.93,44,5,5.37,CN,clear sky,2021-11-07 01:07:09
328,Fairbanks,64.8378,-147.7164,26.56,90,90,0.0,US,mist,2021-11-07 01:07:10
329,Kokopo,-4.352,152.2633,86.7,57,19,4.81,PG,few clouds,2021-11-07 01:07:10
330,Grindavik,63.8424,-22.4338,36.07,80,40,12.66,IS,scattered clouds,2021-11-07 01:07:10
331,Pafos,34.7667,32.4167,64.18,45,0,8.05,CY,clear sky,2021-11-07 01:07:11
332,Evensk,61.95,159.2333,34.36,97,100,16.89,RU,light rain,2021-11-07 01:07:11
333,Szilvasvarad,48.1,20.4,38.35,78,98,0.65,HU,overcast clouds,2021-11-07 01:07:11
334,Jaicos,-7.3592,-41.1378,81.16,64,100,5.82,BR,moderate rain,2021-11-07 01:07:12
335,San Cristobal,7.7669,-72.225,73.58,88,99,1.99,VE,overcast clouds,2021-11-07 01:07:12
336,Mollendo,-17.0231,-72.0147,64.2,87,20,7.7,PE,few clouds,2021-11-07 01:07:12
337,Ostrovnoy,68.0531,39.5131,33.21,91,100,29.84,RU,snow,2021-11-07 01:07:13
338,Dioknisi,41.6293,42.3917,40.69,83,43,1.68,GE,scattered clouds,2021-11-07 01:07:13
339,Savyntsi,49.4026,37.0627,40.55,83,7,6.85,UA,clear sky,2021-11-07 01:07:13
340,Lincoln,40.8,-96.667,59.54,74,1,1.01,US,clear sky,2021-11-07 01:03:53
341,Buenos Aires,-34.6132,-58.3772,62.98,70,75,12.66,AR,broken clouds,2021-11-07 01:04:57
342,Truro,50.2653,-5.0544,53.56,87,75,13.8,GB,broken clouds,2021-11-07 01:07:14
343,Egvekinot,66.3167,-179.1667,-9.17,92,60,2.91,RU,broken clouds,2021-11-07 01:07:14
344,Diffa,13.3154,12.6113,80.15,19,5,8.79,NE,clear sky,2021-11-07 01:07:14
345,Kropachevo,55.0112,57.9896,33.93,46,100,19.93,RU,snow,2021-11-07 01:07:15
346,Chauk,20.8833,94.8167,75.76,84,7,6.6,MM,clear sky,2021-11-07 01:07:15
347,Mega,4.05,38.3,62.91,71,76,2.84,ET,light rain,2021-11-07 01:07:15
348,Ceres,37.5949,-120.9577,63.81,67,1,10.36,US,clear sky,2021-11-07 01:07:16
349,Shizukuishi,39.6833,140.9833,55.53,67,0,0.87,JP,clear sky,2021-11-07 01:07:16
350,Tottori,35.5,134.2333,50.0,74,100,10.6,JP,overcast clouds,2021-11-07 01:07:16
351,San Juan,-31.5375,-68.5364,66.85,27,0,12.84,AR,clear sky,2021-11-07 01:07:17
352,Port-Cartier,50.0334,-66.8654,44.74,84,91,8.55,CA,overcast clouds,2021-11-07 01:03:07
353,Saint-Augustin,51.226,-58.6502,36.57,88,100,12.62,CA,overcast clouds,2021-11-07 01:07:17
354,Huarmey,-10.0681,-78.1522,65.66,84,92,9.28,PE,overcast clouds,2021-11-07 01:07:17
355,Baghdad,33.3406,44.4009,57.11,54,0,6.91,IQ,clear sky,2021-11-07 01:07:18
356,Dali,25.7,100.1833,51.55,59,15,0.6,CN,few clouds,2021-11-07 01:07:18
357,Susuman,62.7833,148.1667,15.48,94,100,2.06,RU,overcast clouds,2021-11-07 01:07:18
358,Abonnema,4.7084,6.7931,77.65,90,100,4.27,NG,overcast clouds,2021-11-07 01:07:19
359,Sioux Lookout,50.1001,-91.917,42.3,92,8,5.53,CA,clear sky,2021-11-07 01:02:39
360,Muisne,0.6,-80.0333,75.06,86,100,9.51,EC,overcast clouds,2021-11-07 01:07:19
361,Booue,-0.0921,11.9385,72.55,99,100,2.19,GA,light rain,2021-11-07 01:07:20
362,Angoche,-16.2325,39.9086,71.46,93,18,2.28,MZ,few clouds,2021-11-07 01:07:20
363,Benghazi,32.1167,20.0667,74.25,45,100,8.08,LY,overcast clouds,2021-11-07 01:07:21
364,Qingyuan,23.7,113.0333,76.98,76,6,1.03,CN,clear sky,2021-11-07 01:07:21
365,Hobyo,5.3505,48.5268,79.3,67,76,5.3,SO,broken clouds,2021-11-07 01:07:21
366,Katsuura,35.1333,140.3,65.1,80,100,7.67,JP,moderate rain,2021-11-07 01:02:28
367,Gornopravdinsk,60.05,69.9,34.16,92,100,13.76,RU,light rain,2021-11-07 01:07:22
368,Kabrai,25.4167,80.0167,65.79,45,20,5.77,IN,few clouds,2021-11-07 01:07:22
369,Chongqing,29.5628,106.5528,51.22,78,100,5.99,CN,overcast clouds,2021-11-07 01:07:22
370,Susanville,40.4163,-120.653,43.09,71,90,4.61,US,overcast clouds,2021-11-07 01:06:19
371,Leshukonskoye,64.8989,45.7622,35.06,97,100,8.66,RU,light rain,2021-11-07 01:07:23
372,Hasaki,35.7333,140.8333,61.29,65,100,9.78,JP,light rain,2021-11-07 01:07:23
373,Pochutla,15.7432,-96.4661,81.45,88,27,3.4,MX,scattered clouds,2021-11-07 01:03:59
374,Lloydminster,53.2835,-110.0016,36.1,51,100,5.77,CA,overcast clouds,2021-11-07 01:07:23
375,Camacha,33.0833,-16.3333,65.16,63,40,18.41,PT,scattered clouds,2021-11-07 01:04:11
376,Lalmohan,22.3384,90.7419,70.09,77,9,8.9,BD,clear sky,2021-11-07 01:07:24
377,Verkhnevilyuysk,63.4453,120.3167,4.5,98,93,3.94,RU,overcast clouds,2021-11-07 01:07:24
378,Padang,-0.9492,100.3543,73.45,95,100,2.26,ID,overcast clouds,2021-11-07 01:07:24
379,Lubana,56.9,26.7167,39.25,96,100,5.88,LV,overcast clouds,2021-11-07 01:07:25
380,Qaqortoq,60.7167,-46.0333,25.3,70,100,8.28,GL,overcast clouds,2021-11-07 01:06:43
381,Ulladulla,-35.35,150.4667,77.77,55,66,3.85,AU,broken clouds,2021-11-07 01:07:25
382,Madera,37.1666,-119.8343,66.29,72,100,5.46,US,overcast clouds,2021-11-07 01:07:25
383,Ati,13.2154,18.3353,82.02,20,8,8.81,TD,clear sky,2021-11-07 01:07:26
384,Kerman,30.2832,57.0788,51.48,67,98,4.92,IR,overcast clouds,2021-11-07 01:07:26
385,Husavik,66.0449,-17.3389,34.93,98,100,7.47,IS,light rain,2021-11-07 01:07:26
386,Baruun-Urt,46.6806,113.2792,12.04,41,1,11.03,MN,clear sky,2021-11-07 01:07:27
387,Spearfish,44.4908,-103.8594,58.86,36,1,1.99,US,clear sky,2021-11-07 01:07:27
388,Minatitlan,17.9833,-94.5167,73.49,94,90,8.05,MX,drizzle,2021-11-07 01:07:27
389,Dillon,34.4166,-79.3712,54.19,90,100,21.68,US,overcast clouds,2021-11-07 01:03:59
390,Benalla,-36.55,145.9833,76.98,69,59,3.58,AU,broken clouds,2021-11-07 01:07:28
391,Chitungwiza,-18.0127,31.0756,69.46,40,0,7.11,ZW,clear sky,2021-11-07 01:07:28
392,Kapit,2.0167,112.9333,75.16,99,100,0.34,MY,overcast clouds,2021-11-07 01:07:28
393,Marawi,7.9986,124.2928,74.64,70,95,1.1,PH,overcast clouds,2021-11-07 01:07:29
394,Matagami,49.7502,-77.6328,43.54,75,75,10.25,CA,broken clouds,2021-11-07 01:02:33
395,Ballymena,54.8636,-6.2763,48.02,69,100,19.3,GB,overcast clouds,2021-11-07 01:07:30
396,Noumea,-22.2763,166.4572,78.78,64,21,10.33,NC,few clouds,2021-11-07 01:05:37
397,Saint-Francois,46.4154,3.9054,35.47,97,100,0.0,FR,mist,2021-11-07 01:07:30
398,Tarko-Sale,64.9225,77.785,33.71,98,100,21.23,RU,overcast clouds,2021-11-07 01:07:31
399,Bulgan,48.8125,103.5347,12.94,68,24,2.84,MN,few clouds,2021-11-07 01:07:31
400,Vilhena,-12.7406,-60.1458,68.13,99,100,1.54,BR,overcast clouds,2021-11-07 01:07:31
401,La Sarre,48.8002,-79.1996,42.87,74,100,12.37,CA,overcast clouds,2021-11-07 01:06:20
402,Margate,51.3813,1.3862,55.11,83,100,1.99,GB,overcast clouds,2021-11-07 01:02:43
403,Lebu,-37.6167,-73.65,52.23,87,34,14.12,CL,scattered clouds,2021-11-07 01:07:32
404,College,64.8569,-147.8028,26.55,89,90,0.0,US,mist,2021-11-07 01:07:32
405,Bellefontaine,40.3612,-83.7597,44.13,65,1,4.61,US,clear sky,2021-11-07 01:07:32
406,Mantua,45.1667,10.7833,48.9,80,100,2.28,IT,overcast clouds,2021-11-07 01:07:33
407,Port Hawkesbury,45.6169,-61.3485,45.7,69,0,1.99,CA,clear sky,2021-11-07 01:06:45
408,Altay,47.8667,88.1167,14.77,59,100,5.57,CN,overcast clouds,2021-11-07 01:07:33
409,Adrar,20.5022,-10.0711,69.42,34,7,8.7,MR,clear sky,2021-11-07 01:07:33
410,Luanda,-8.8368,13.2343,77.0,88,75,5.75,AO,light rain,2021-11-07 01:07:34
411,Sungaipenuh,-2.0833,101.3833,64.9,99,100,2.64,ID,overcast clouds,2021-11-07 01:07:34
412,Batesville,35.7698,-91.641,52.21,56,1,4.0,US,clear sky,2021-11-07 01:07:34
413,Archidona,37.0965,-4.3887,48.76,50,0,4.54,ES,clear sky,2021-11-07 01:07:35
414,San Jose,37.3394,-121.895,64.02,62,75,9.22,US,broken clouds,2021-11-07 01:05:53
415,Omboue,-1.5746,9.2618,76.96,90,100,5.1,GA,overcast clouds,2021-11-07 01:07:35
416,Castro,-24.7911,-50.0119,63.09,98,22,5.91,BR,few clouds,2021-11-07 01:07:35
417,Edgewater,28.9889,-80.9023,56.01,87,100,15.99,US,overcast clouds,2021-11-07 01:04:23
418,Santa Rosa De Osos,6.6474,-75.4603,54.16,98,100,0.98,CO,overcast clouds,2021-11-07 01:07:36
419,Mkushi,-13.6202,29.3939,67.12,38,12,4.59,ZM,few clouds,2021-11-07 01:07:36
420,Kuryk,43.2,51.65,38.34,35,0,13.38,KZ,clear sky,2021-11-07 01:07:37
421,Taoudenni,22.6783,-3.9836,75.79,19,0,5.28,ML,clear sky,2021-11-07 01:07:37
422,Paengaroa,-37.8167,176.4167,70.34,73,71,1.01,NZ,broken clouds,2021-11-07 01:07:37
423,Yuancheng,36.652,107.7896,18.64,53,0,19.3,CN,clear sky,2021-11-07 01:07:38
424,Camacupa,-12.0167,17.4833,63.48,70,62,3.38,AO,broken clouds,2021-11-07 01:07:38
425,Navahrudak,53.6,25.8333,43.99,83,100,14.18,BY,overcast clouds,2021-11-07 01:07:38
426,Miraflores,19.2167,-98.8083,65.03,57,99,4.18,MX,overcast clouds,2021-11-07 01:07:39
427,North Bend,43.4065,-124.2243,50.14,92,90,5.75,US,overcast clouds,2021-11-07 01:07:39
428,Ochsenfurt,49.6643,10.0623,40.14,86,100,9.75,DE,overcast clouds,2021-11-07 01:07:40
429,Sistranda,63.7256,8.834,36.9,67,100,26.96,NO,overcast clouds,2021-11-07 01:07:40
430,Mahajanga,-15.7167,46.3167,77.02,94,40,5.75,MG,scattered clouds,2021-11-07 01:07:41
431,Luganville,-15.5333,167.1667,81.48,77,100,3.49,VU,overcast clouds,2021-11-07 01:07:41
432,Qixingtai,30.4135,111.8874,47.26,64,100,20.13,CN,light rain,2021-11-07 01:07:41
433,Dire,12.2833,-10.9667,78.8,57,1,1.01,ML,clear sky,2021-11-07 01:07:41
434,Ketchikan,55.3422,-131.6461,41.47,87,20,3.44,US,few clouds,2021-11-07 01:07:42
435,Paamiut,61.994,-49.6678,25.25,72,89,11.16,GL,overcast clouds,2021-11-07 01:03:12
436,Sumbe,-11.2061,13.8437,74.7,87,100,5.97,AO,overcast clouds,2021-11-07 01:04:18
437,Mackay,-21.15,149.2,86.68,60,85,12.24,AU,overcast clouds,2021-11-07 01:07:42
438,Avera,33.194,-82.5271,50.68,38,100,13.98,US,overcast clouds,2021-11-07 01:07:43
439,Xai-Xai,-25.0519,33.6442,72.1,90,100,4.63,MZ,overcast clouds,2021-11-07 01:07:43
440,Kieta,-6.2167,155.6333,84.38,72,21,4.85,PG,light rain,2021-11-07 01:07:43
441,Foam Lake,51.65,-103.5343,41.45,61,0,10.25,CA,clear sky,2021-11-07 01:07:44
442,Rio Claro,-22.4114,-47.5614,69.8,58,96,5.97,BR,overcast clouds,2021-11-07 01:07:44
443,Basco,20.4487,121.9702,81.79,82,10,8.52,PH,clear sky,2021-11-07 01:07:44
444,Sorong,-0.8833,131.25,82.09,78,74,3.06,ID,broken clouds,2021-11-07 01:07:44
445,Port Blair,11.6667,92.75,82.15,75,86,7.02,IN,overcast clouds,2021-11-07 01:07:45
446,Anori,-3.7728,-61.6442,71.29,99,100,3.94,BR,light rain,2021-11-07 01:07:45
447,Svetlaya,46.5389,138.3297,36.81,27,21,9.01,RU,few clouds,2021-11-07 01:07:45
448,Vestmanna,62.1564,-7.1664,45.52,100,90,4.61,FO,overcast clouds,2021-11-07 01:07:46
449,Santa Isabel,-23.3156,-46.2214,68.65,94,50,3.04,BR,scattered clouds,2021-11-07 01:03:46
450,San Andres,12.5847,-81.7006,82.42,83,75,3.44,CO,broken clouds,2021-11-07 01:07:46
451,Bilibino,68.0546,166.4372,10.33,95,100,3.02,RU,snow,2021-11-07 01:07:46
452,Doctor Arroyo,23.6667,-100.1833,61.48,60,1,7.2,MX,clear sky,2021-11-07 01:07:47
453,Veraval,20.9,70.3667,78.31,39,89,11.14,IN,overcast clouds,2021-11-07 01:07:47
454,Tungor,53.3808,142.9564,24.58,78,100,22.93,RU,light snow,2021-11-07 01:07:47
455,Bongandanga,1.5,21.05,70.65,94,100,2.55,CD,overcast clouds,2021-11-07 01:07:48
456,Brive-La-Gaillarde,45.25,1.5,37.27,93,100,2.86,FR,overcast clouds,2021-11-07 01:07:48
457,Humberto De Campos,-2.5983,-43.4611,76.71,90,12,2.59,BR,few clouds,2021-11-07 01:07:48
458,Tiarei,-17.5333,-149.3333,82.42,78,81,3.71,PF,moderate rain,2021-11-07 01:07:49
459,Nantucket,41.2835,-70.0995,47.97,72,1,0.0,US,clear sky,2021-11-07 01:05:27
460,Ulaanbaatar,47.9077,106.8832,1.53,66,0,2.24,MN,clear sky,2021-11-07 01:07:49
461,Penhold,52.1334,-113.8687,33.84,55,4,11.18,CA,clear sky,2021-11-07 01:03:00
462,Mezen,65.8522,44.24,34.07,98,100,8.34,RU,light rain,2021-11-07 01:07:50
463,Joshimath,30.5667,79.5667,47.43,23,0,7.83,IN,clear sky,2021-11-07 01:07:50
464,Kwekwe,-18.9281,29.8149,68.54,36,1,2.71,ZW,clear sky,2021-11-07 01:07:51
465,Wasilla,61.5814,-149.4394,32.92,90,90,0.0,US,mist,2021-11-07 01:07:51
466,San Patricio,28.017,-97.5169,66.29,57,0,7.4,US,clear sky,2021-11-07 01:07:52
467,Aden,12.7794,45.0367,81.3,61,6,11.05,YE,clear sky,2021-11-07 01:07:52
468,Peniche,39.3558,-9.3811,53.62,81,3,14.85,PT,clear sky,2021-11-07 01:07:53
469,Rosa Zarate,0.3333,-79.4667,75.11,87,45,4.74,EC,scattered clouds,2021-11-07 01:07:53
470,San Angelo,31.4638,-100.437,64.63,63,1,5.75,US,clear sky,2021-11-07 01:04:02
471,Eucaliptus,-17.5833,-67.5167,55.89,38,96,3.02,BO,overcast clouds,2021-11-07 01:07:54
472,Gazanjyk,39.2446,55.5154,39.83,35,15,8.1,TM,few clouds,2021-11-07 01:07:54
473,Roald,62.5833,6.1333,44.33,70,100,24.16,NO,overcast clouds,2021-11-07 01:07:54
474,Asau,46.4333,26.4,47.95,65,100,2.28,RO,light rain,2021-11-07 01:07:55
475,Kloulklubed,7.0419,134.2556,82.9,72,94,11.63,PW,overcast clouds,2021-11-07 01:07:55
476,Gairo,39.8497,9.5047,49.01,96,100,5.95,IT,overcast clouds,2021-11-07 01:07:55
477,Edd,13.9297,41.6925,82.11,56,6,10.56,ER,clear sky,2021-11-07 01:07:56
478,Zhezkazgan,47.8043,67.7144,25.56,21,0,4.43,KZ,clear sky,2021-11-07 01:07:56
479,Leh,34.1667,77.5833,16.79,69,2,3.18,IN,clear sky,2021-11-07 01:07:56
480,Bara,10.3744,10.7288,77.04,31,100,4.07,NG,overcast clouds,2021-11-07 01:07:57
481,Poya,-21.35,165.15,80.17,51,63,8.61,NC,broken clouds,2021-11-07 01:07:57
482,Bardiyah,31.7561,25.0865,68.72,80,0,7.23,LY,clear sky,2021-11-07 01:07:57
483,Aiken,33.5835,-81.5998,54.48,56,90,16.11,US,overcast clouds,2021-11-07 01:07:58
484,Zimovniki,47.1483,42.4633,44.65,80,97,6.13,RU,overcast clouds,2021-11-07 01:07:58
485,Tacoronte,28.4769,-16.4102,64.18,70,75,4.61,ES,broken clouds,2021-11-07 01:07:58
486,San Ramon,37.7799,-121.978,61.54,75,1,1.01,US,clear sky,2021-11-07 01:07:58
487,Dabat,12.9842,37.765,55.94,61,99,3.31,ET,overcast clouds,2021-11-07 01:07:59
488,Kindu,-2.95,25.95,67.37,98,100,0.87,CD,overcast clouds,2021-11-07 01:07:59
489,Zhoucheng,35.9122,116.3117,31.86,96,100,24.52,CN,snow,2021-11-07 01:08:00
490,Algeciras,36.1333,-5.4505,51.57,68,0,1.99,ES,clear sky,2021-11-07 01:08:00
491,Ankara,39.9199,32.8543,54.21,74,100,4.18,TR,overcast clouds,2021-11-07 01:08:00
492,Constantine,36.365,6.6147,47.64,67,0,5.26,DZ,clear sky,2021-11-07 01:03:47
493,Aginskoye,51.1,114.53,18.46,37,95,10.4,RU,overcast clouds,2021-11-07 01:08:01
494,Nyurba,63.2842,118.3319,7.9,97,100,6.33,RU,overcast clouds,2021-11-07 01:08:01
495,Antofagasta,-23.65,-70.4,61.88,77,45,7.02,CL,scattered clouds,2021-11-07 01:07:50
496,Salavat,53.3837,55.9077,34.99,39,100,19.28,RU,overcast clouds,2021-11-07 01:08:02
497,Tilichiki,60.4667,166.1,28.36,90,100,4.81,RU,overcast clouds,2021-11-07 01:08:02
498,Airai,-8.9266,125.4092,75.72,51,42,1.9,TL,scattered clouds,2021-11-07 01:08:04
499,Berlevag,70.8578,29.0864,32.43,64,100,11.27,NO,overcast clouds,2021-11-07 01:08:04
500,Hede,33.7681,120.2517,65.62,71,100,13.8,CN,heavy intensity rain,2021-11-07 01:05:15
501,Yulara,-25.2406,130.9889,71.44,73,40,12.66,AU,scattered clouds,2021-11-07 01:08:04
502,Nizwa,22.9333,57.5333,69.17,56,0,0.4,OM,clear sky,2021-11-07 01:08:05
503,Jeronimo Monteiro,-20.7894,-41.395,67.71,93,90,1.97,BR,overcast clouds,2021-11-07 01:08:05
504,Tynda,55.1667,124.7167,13.96,41,100,1.23,RU,overcast clouds,2021-11-07 01:08:05
505,Chitral,35.8462,71.7858,39.54,36,0,7.83,PK,clear sky,2021-11-07 01:05:06
506,Udachnyy,66.4167,112.4,0.64,94,100,8.52,RU,overcast clouds,2021-11-07 01:08:06
507,Newport,51.5877,-2.9984,53.17,85,91,17.29,GB,overcast clouds,2021-11-07 01:08:06
508,Tutoia,-2.7619,-42.2744,80.26,86,9,10.09,BR,clear sky,2021-11-07 01:08:06
509,Manyana,-23.4,21.7167,76.32,39,100,5.57,BW,overcast clouds,2021-11-07 01:08:07
510,Monaco-Ville,43.731,7.4248,59.18,54,0,13.8,FR,clear sky,2021-11-07 01:08:07
511,Coahuayana,18.7333,-103.6833,78.22,88,100,2.1,MX,overcast clouds,2021-11-07 01:08:07
512,Coihaique,-45.5752,-72.0662,57.15,44,0,6.91,CL,clear sky,2021-11-07 01:08:08
513,Kyshtovka,56.555,76.6271,30.69,78,100,15.19,RU,overcast clouds,2021-11-07 01:08:08
514,Bandrele,-12.9067,45.1914,78.55,78,90,3.44,YT,overcast clouds,2021-11-07 01:08:08
515,Denpasar,-8.65,115.2167,83.86,74,20,4.61,ID,few clouds,2021-11-07 01:08:09
516,Sarankhola,22.3082,89.7897,64.99,75,10,4.09,BD,clear sky,2021-11-07 01:05:07
517,Almeirim,-1.5233,-52.5817,81.03,68,100,2.93,BR,overcast clouds,2021-11-07 01:08:09
518,Cabedelo,-6.9811,-34.8339,79.47,82,5,10.29,BR,clear sky,2021-11-07 01:08:10
519,Cravo Norte,6.3017,-70.2041,79.45,73,76,5.61,CO,broken clouds,2021-11-07 01:08:10
520,Quelimane,-17.8786,36.8883,69.96,93,3,4.5,MZ,clear sky,2021-11-07 01:08:10
521,Mwinilunga,-11.7358,24.4293,62.82,47,33,3.09,ZM,scattered clouds,2021-11-07 01:08:11
